"","V1","V2","V3"
"K10098","K10098","2","Chromerida_K10098,Bacillariophyta_K10098"
"K12559","K12559","2","Chromerida_K12559,Haptophyta_K12559"
"K12598","K12598","2","Chromerida_K12598,Rhodophyta_K12598"
"K01312","K01312","2","Bacillariophyta_K01312,Haptophyta_K01312"
"K02885","K02885","2","Bacillariophyta_K02885,Haptophyta_K02885"
"K03364","K03364","2","Bacillariophyta_K03364,Euglenozoa_K03364"
"K12811","K12811","2","Bacillariophyta_K12811,Haptophyta_K12811"
"K01897","K01897","2","Bacillariophyta_K01897,Haptophyta_K01897"
"K07943","K07943","2","Bacillariophyta_K07943,Haptophyta_K07943"
"K09569","K09569","2","Bacillariophyta_K09569,Haptophyta_K09569"
"K03235","K03235","2","Bacillariophyta_K03235,Haptophyta_K03235"
"K13210","K13210","2","Bacillariophyta_K13210,Haptophyta_K13210"
"K09568","K09568","2","Bacillariophyta_K09568,Ochrophyta_K09568"
"K00283","K00283","2","Bacillariophyta_K00283,Chlorophyta_K00283"
"K01954","K01954","2","Bacillariophyta_K01954,Haptophyta_K01954"
"K01381","K01381","2","Bacillariophyta_K01381,Haptophyta_K01381"
"K03064","K03064","2","Bacillariophyta_K03064,Haptophyta_K03064"
"K03065","K03065","2","Bacillariophyta_K03065,Haptophyta_K03065"
"K00264","K00264","2","Bacillariophyta_K00264,Haptophyta_K00264"
"K03839","K03839","2","Bacillariophyta_K03839,Crocosphaera_K03839"
"K01695","K01695","2","Bacillariophyta_K01695,Euglenozoa_K01695"
"K06999","K06999","2","Bacillariophyta_K06999,High-light Pro_K06999"
"K03921","K03921","2","Bacillariophyta_K03921,Haptophyta_K03921"
"K14811","K14811","2","Bacillariophyta_K14811,Haptophyta_K14811"
"K09580","K09580","2","Bacillariophyta_K09580,Haptophyta_K09580"
"K13984","K13984","2","Bacillariophyta_K13984,Haptophyta_K13984"
"K15276","K15276","2","Bacillariophyta_K15276,Haptophyta_K15276"
"K11838","K11838","2","Bacillariophyta_K11838,Haptophyta_K11838"
"K04712","K04712","2","Bacillariophyta_K04712,Haptophyta_K04712"
"K08341","K08341","2","Bacillariophyta_K08341,Haptophyta_K08341"
"K02981","K02981","2","Bacillariophyta_K02981,Haptophyta_K02981"
"K06179","K06179","2","Bacillariophyta_K06179,Haptophyta_K06179"
"K06969","K06969","2","Bacillariophyta_K06969,Chlorophyta_K06969"
"K03324","K03324","2","Bacillariophyta_K03324,Haptophyta_K03324"
"K14683","K14683","2","Bacillariophyta_K14683,Haptophyta_K14683"
"K03118","K03118","2","Bacillariophyta_K03118,High-light Pro_K03118"
"K02211","K02211","2","Bacillariophyta_K02211,Haptophyta_K02211"
"K00850","K00850","2","Bacillariophyta_K00850,Haptophyta_K00850"
"K02717","K02717","2","Bacillariophyta_K02717,Actinobacteria_K02717"
"K06100","K06100","2","Bacillariophyta_K06100,Rhodophyta_K06100"
"K15110","K15110","2","Bacillariophyta_K15110,Haptophyta_K15110"
"K06062","K06062","2","Bacillariophyta_K06062,Rhodophyta_K06062"
"K07313","K07313","2","Bacillariophyta_K07313,Haptophyta_K07313"
"K06445","K06445","2","Bacillariophyta_K06445,Haptophyta_K06445"
"K00022","K00022","2","Bacillariophyta_K00022,Bicosoecida_K00022"
"K01715","K01715","2","Bacillariophyta_K01715,Haptophyta_K01715"
"K05607","K05607","2","Bacillariophyta_K05607,Haptophyta_K05607"
"K03066","K03066","2","Bacillariophyta_K03066,Haptophyta_K03066"
"K07392","K07392","2","Bacillariophyta_K07392,Haptophyta_K07392"
"K13076","K13076","2","Bacillariophyta_K13076,Haptophyta_K13076"
"K10808","K10808","2","Bacillariophyta_K10808,Rhodophyta_K10808"
"K01362","K01362","2","Bacillariophyta_K01362,Haptophyta_K01362"
"K13177","K13177","2","Bacillariophyta_K13177,Haptophyta_K13177"
"K00002","K00002","2","Bacillariophyta_K00002,Sarcomastigophora_K00002"
"K06215","K06215","2","Bacillariophyta_K06215,Haptophyta_K06215"
"K01610","K01610","2","Bacillariophyta_K01610,Haptophyta_K01610"
"K06287","K06287","2","Bacillariophyta_K06287,Crocosphaera_K06287"
"K00282","K00282","2","Bacillariophyta_K00282,Ochrophyta_K00282"
"K12339","K12339","2","Bacillariophyta_K12339,Haptophyta_K12339"
"K12391","K12391","2","Bacillariophyta_K12391,Haptophyta_K12391"
"K00101","K00101","2","Bacillariophyta_K00101,SAR11_K00101"
"K01823","K01823","2","Bacillariophyta_K01823,Crocosphaera_K01823"
"K11517","K11517","2","Bacillariophyta_K11517,Ochrophyta_K11517"
"K15054","K15054","2","Bacillariophyta_K15054,Sarcomastigophora_K15054"
"K12392","K12392","2","Bacillariophyta_K12392,Haptophyta_K12392"
"K00630","K00630","2","Bacillariophyta_K00630,Haptophyta_K00630"
"K04413","K04413","2","Bacillariophyta_K04413,Ochrophyta_K04413"
"K00140","K00140","2","Bacillariophyta_K00140,Haptophyta_K00140"
"K09553","K09553","2","Bacillariophyta_K09553,Haptophyta_K09553"
"K14208","K14208","2","Bacillariophyta_K14208,Cryptophyta_K14208"
"K17100","K17100","2","Bacillariophyta_K17100,Ochrophyta_K17100"
"K15119","K15119","2","Bacillariophyta_K15119,Haptophyta_K15119"
"K15562","K15562","2","Bacillariophyta_K15562,Haptophyta_K15562"
"K13606","K13606","2","Bacillariophyta_K13606,Haptophyta_K13606"
"K01377","K01377","2","Bacillariophyta_K01377,Haptophyta_K01377"
"K09530","K09530","2","Bacillariophyta_K09530,Haptophyta_K09530"
"K02727","K02727","2","Bacillariophyta_K02727,Haptophyta_K02727"
"K00833","K00833","2","Bacillariophyta_K00833,Cryptophyta_K00833"
"K00795","K00795","2","Bacillariophyta_K00795,Haptophyta_K00795"
"K12236","K12236","2","Bacillariophyta_K12236,Haptophyta_K12236"
"K07126","K07126","2","Bacillariophyta_K07126,Bicosoecida_K07126"
"K11094","K11094","2","Bacillariophyta_K11094,Haptophyta_K11094"
"K16839","K16839","2","Bacillariophyta_K16839,Haptophyta_K16839"
"K02735","K02735","2","Bacillariophyta_K02735,Haptophyta_K02735"
"K17805","K17805","2","Bacillariophyta_K17805,Ochrophyta_K17805"
"K00469","K00469","2","Bacillariophyta_K00469,Haptophyta_K00469"
"K09479","K09479","2","Bacillariophyta_K09479,Haptophyta_K09479"
"K00859","K00859","2","Bacillariophyta_K00859,Haptophyta_K00859"
"K01515","K01515","2","Bacillariophyta_K01515,High-light Pro_K01515"
"K11380","K11380","2","Bacillariophyta_K11380,Chlorophyta_K11380"
"K14085","K14085","2","Bacillariophyta_K14085,Ochrophyta_K14085"
"K11967","K11967","2","Bacillariophyta_K11967,Haptophyta_K11967"
"K14498","K14498","2","Bacillariophyta_K14498,Haptophyta_K14498"
"K00052","K00052","2","Bacillariophyta_K00052,Crocosphaera_K00052"
"K12355","K12355","2","Bacillariophyta_K12355,Haptophyta_K12355"
"K00831","K00831","2","Bacillariophyta_K00831,Ochrophyta_K00831"
"K09643","K09643","2","Bacillariophyta_K09643,Haptophyta_K09643"
"K00464","K00464","2","Bacillariophyta_K00464,High-light Pro_K00464"
"K01448","K01448","2","Bacillariophyta_K01448,Crocosphaera_K01448"
"K14664","K14664","2","Bacillariophyta_K14664,Cryptophyta_K14664"
"K13614","K13614","2","Bacillariophyta_K13614,Sarcomastigophora_K13614"
"K13017","K13017","2","Bacillariophyta_K13017,Rhodophyta_K13017"
"K08602","K08602","2","Bacillariophyta_K08602,SAR116_K08602"
"K01638","K01638","2","Bacillariophyta_K01638,SAR116_K01638"
"K12451","K12451","2","Bacillariophyta_K12451,Ochrophyta_K12451"
"K03840","K03840","2","Bacillariophyta_K03840,Ochrophyta_K03840"
"K03428","K03428","2","Bacillariophyta_K03428,Haptophyta_K03428"
"K11479","K11479","2","Bacillariophyta_K11479,Haptophyta_K11479"
"K10536","K10536","2","Bacillariophyta_K10536,SAR11-like_K10536"
"K00825","K00825","2","Bacillariophyta_K00825,Bicosoecida_K00825"
"K04538","K04538","2","Bacillariophyta_K04538,Haptophyta_K04538"
"K12441","K12441","2","Bacillariophyta_K12441,Haptophyta_K12441"
"K04790","K04790","2","Bacillariophyta_K04790,Haptophyta_K04790"
"K03576","K03576","2","Bacillariophyta_K03576,Crocosphaera_K03576"
"K02588","K02588","2","Bacillariophyta_K02588,Crocosphaera_K02588"
"K04127","K04127","2","Bacillariophyta_K04127,Ochrophyta_K04127"
"K12503","K12503","2","Bacillariophyta_K12503,Rhodophyta_K12503"
"K11802","K11802","2","Bacillariophyta_K11802,Cercozoa_K11802"
"K06234","K06234","2","Bacillariophyta_K06234,Ochrophyta_K06234"
"K15677","K15677","2","Bacillariophyta_K15677,Haptophyta_K15677"
"K02908","K02908","2","Bicosoecida_K02908,Chlorarachniophyta_K02908"
"K01534","K01534","2","Bicosoecida_K01534,Cercozoa_K01534"
"K06867","K06867","2","Bicosoecida_K06867,Cryptophyta_K06867"
"K12813","K12813","2","Bicosoecida_K12813,Rhodophyta_K12813"
"K01990","K01990","2","Bicosoecida_K01990,High-light Pro_K01990"
"K00764","K00764","2","Bicosoecida_K00764,Roseobacter_K00764"
"K12820","K12820","2","Bicosoecida_K12820,Ochrophyta_K12820"
"K05643","K05643","2","Bicosoecida_K05643,Rhodophyta_K05643"
"K14726","K14726","2","Bicosoecida_K14726,Chlorophyta_K14726"
"K02995","K02995","2","Bicosoecida_K02995,Haptophyta_K02995"
"K17530","K17530","2","Bicosoecida_K17530,Haptophyta_K17530"
"K06446","K06446","2","Bicosoecida_K06446,Haptophyta_K06446"
"K03420","K03420","2","Bicosoecida_K03420,Haptophyta_K03420"
"K03979","K03979","2","Bicosoecida_K03979,Ochrophyta_K03979"
"K02218","K02218","2","Bicosoecida_K02218,Haptophyta_K02218"
"K08957","K08957","2","Bicosoecida_K08957,Haptophyta_K08957"
"K03283","K03283","2","Bicosoecida_K03283,Haptophyta_K03283"
"K04044","K04044","2","Bicosoecida_K04044,Haptophyta_K04044"
"K09490","K09490","2","Bicosoecida_K09490,Haptophyta_K09490"
"K07767","K07767","2","Bicosoecida_K07767,Chlorophyta_K07767"
"K15042","K15042","2","Bicosoecida_K15042,Haptophyta_K15042"
"K06644","K06644","2","Bicosoecida_K06644,Haptophyta_K06644"
"K16197","K16197","2","Bicosoecida_K16197,Haptophyta_K16197"
"K16198","K16198","2","Bicosoecida_K16198,Haptophyta_K16198"
"K09517","K09517","2","Bicosoecida_K09517,Haptophyta_K09517"
"K07905","K07905","2","Bicosoecida_K07905,Haptophyta_K07905"
"K07906","K07906","2","Bicosoecida_K07906,Haptophyta_K07906"
"K09228","K09228","2","Bicosoecida_K09228,Rhodophyta_K09228"
"K12042","K12042","2","Bicosoecida_K12042,Haptophyta_K12042"
"K07137","K07137","2","Bicosoecida_K07137,Ochrophyta_K07137"
"K03361","K03361","2","Bicosoecida_K03361,Haptophyta_K03361"
"K12183","K12183","2","Bicosoecida_K12183,Sarcomastigophora_K12183"
"K06965","K06965","2","Bicosoecida_K06965,Cercozoa_K06965"
"K03455","K03455","2","Bicosoecida_K03455,Haptophyta_K03455"
"K10250","K10250","2","Bicosoecida_K10250,Chlorophyta_K10250"
"K16365","K16365","2","Bicosoecida_K16365,Haptophyta_K16365"
"K12177","K12177","2","Bicosoecida_K12177,Euglenozoa_K12177"
"K09491","K09491","2","Bicosoecida_K09491,Haptophyta_K09491"
"K01374","K01374","2","Bicosoecida_K01374,Ochrophyta_K01374"
"K12957","K12957","2","Bicosoecida_K12957,Haptophyta_K12957"
"K13979","K13979","2","Bicosoecida_K13979,Haptophyta_K13979"
"K10412","K10412","2","Bicosoecida_K10412,Haptophyta_K10412"
"K01527","K01527","2","Bicosoecida_K01527,Haptophyta_K01527"
"K05755","K05755","2","Bicosoecida_K05755,Haptophyta_K05755"
"K05033","K05033","2","Cercozoa_K05033,Haptophyta_K05033"
"K14864","K14864","2","Cercozoa_K14864,Ochrophyta_K14864"
"K13181","K13181","2","Cercozoa_K13181,Haptophyta_K13181"
"K01533","K01533","2","Cercozoa_K01533,Crocosphaera_K01533"
"K07941","K07941","2","Cercozoa_K07941,Sarcomastigophora_K07941"
"K13289","K13289","2","Cercozoa_K13289,Haptophyta_K13289"
"K06002","K06002","2","Cercozoa_K06002,Haptophyta_K06002"
"K07939","K07939","2","Cercozoa_K07939,Haptophyta_K07939"
"K01462","K01462","2","Cercozoa_K01462,Crocosphaera_K01462"
"K09498","K09498","2","Cercozoa_K09498,Haptophyta_K09498"
"K03006","K03006","2","Cercozoa_K03006,Sarcomastigophora_K03006"
"K03018","K03018","2","Cercozoa_K03018,Sarcomastigophora_K03018"
"K02932","K02932","2","Cercozoa_K02932,Haptophyta_K02932"
"K01380","K01380","2","Cercozoa_K01380,Haptophyta_K01380"
"K00606","K00606","2","Cercozoa_K00606,SAR92_K00606"
"K08565","K08565","2","Cercozoa_K08565,Haptophyta_K08565"
"K05743","K05743","2","Cercozoa_K05743,Chlorarachniophyta_K05743"
"K00841","K00841","2","Cercozoa_K00841,Haptophyta_K00841"
"K15289","K15289","2","Cercozoa_K15289,Haptophyta_K15289"
"K01952","K01952","2","Cercozoa_K01952,High-light Pro_K01952"
"K06949","K06949","2","Cercozoa_K06949,Haptophyta_K06949"
"K00602","K00602","2","Cercozoa_K00602,Crocosphaera_K00602"
"K03037","K03037","2","Cercozoa_K03037,Haptophyta_K03037"
"K06666","K06666","2","Cercozoa_K06666,Cryptophyta_K06666"
"K00549","K00549","2","Cercozoa_K00549,Crocosphaera_K00549"
"K05674","K05674","2","Chlorarachniophyta_K05674,Ochrophyta_K05674"
"K12738","K12738","2","Chlorarachniophyta_K12738,Rhodophyta_K12738"
"K01130","K01130","2","Chlorarachniophyta_K01130,Sarcomastigophora_K01130"
"K02013","K02013","2","Chlorarachniophyta_K02013,Cryptophyta_K02013"
"K05667","K05667","2","Chlorarachniophyta_K05667,Ochrophyta_K05667"
"K11653","K11653","2","Chlorarachniophyta_K11653,Haptophyta_K11653"
"K08675","K08675","2","Chlorarachniophyta_K08675,Haptophyta_K08675"
"K08293","K08293","2","Chlorarachniophyta_K08293,Haptophyta_K08293"
"K04371","K04371","2","Chlorarachniophyta_K04371,Haptophyta_K04371"
"K01539","K01539","2","Chlorarachniophyta_K01539,Haptophyta_K01539"
"K03259","K03259","2","Chlorarachniophyta_K03259,Haptophyta_K03259"
"K04382","K04382","2","Chlorarachniophyta_K04382,Haptophyta_K04382"
"K06269","K06269","2","Chlorarachniophyta_K06269,Haptophyta_K06269"
"K15423","K15423","2","Chlorarachniophyta_K15423,Haptophyta_K15423"
"K04392","K04392","2","Chlorarachniophyta_K04392,Glaucophyta_K04392"
"K04393","K04393","2","Chlorarachniophyta_K04393,Glaucophyta_K04393"
"K07194","K07194","2","Chlorarachniophyta_K07194,Glaucophyta_K07194"
"K07530","K07530","2","Chlorarachniophyta_K07530,Glaucophyta_K07530"
"K07872","K07872","2","Chlorarachniophyta_K07872,Glaucophyta_K07872"
"K07975","K07975","2","Chlorarachniophyta_K07975,Glaucophyta_K07975"
"K03038","K03038","2","Chlorarachniophyta_K03038,Haptophyta_K03038"
"K12859","K12859","2","Chlorarachniophyta_K12859,Haptophyta_K12859"
"K04468","K04468","2","Chlorarachniophyta_K04468,Haptophyta_K04468"
"K14427","K14427","2","Chlorarachniophyta_K14427,Haptophyta_K14427"
"K02964","K02964","2","Chlorarachniophyta_K02964,Haptophyta_K02964"
"K12836","K12836","2","Chlorarachniophyta_K12836,Ochrophyta_K12836"
"K02865","K02865","2","Chlorarachniophyta_K02865,Haptophyta_K02865"
"K04420","K04420","2","Chlorarachniophyta_K04420,Euglenozoa_K04420"
"K08833","K08833","2","Chlorarachniophyta_K08833,Sarcomastigophora_K08833"
"K02940","K02940","2","Chlorophyta_K02940,Rhodophyta_K02940"
"K02880","K02880","2","Chlorophyta_K02880,Haptophyta_K02880"
"K04772","K04772","2","Chlorophyta_K04772,Haptophyta_K04772"
"K12571","K12571","2","Chlorophyta_K12571,Rhodophyta_K12571"
"K14708","K14708","2","Chlorophyta_K14708,Cryptophyta_K14708"
"K07472","K07472","2","Chlorophyta_K07472,Haptophyta_K07472"
"K01275","K01275","2","Chlorophyta_K01275,Haptophyta_K01275"
"K01366","K01366","2","Chlorophyta_K01366,Haptophyta_K01366"
"K01373","K01373","2","Chlorophyta_K01373,Haptophyta_K01373"
"K16290","K16290","2","Chlorophyta_K16290,Haptophyta_K16290"
"K12172","K12172","2","Chlorophyta_K12172,Cryptophyta_K12172"
"K01637","K01637","2","Chlorophyta_K01637,SAR86_K01637"
"K05584","K05584","2","Chlorophyta_K05584,High-light Pro_K05584"
"K05644","K05644","2","Chlorophyta_K05644,Haptophyta_K05644"
"K03941","K03941","2","Chlorophyta_K03941,Haptophyta_K03941"
"K12614","K12614","2","Chlorophyta_K12614,Haptophyta_K12614"
"K17225","K17225","2","Chlorophyta_K17225,Ochrophyta_K17225"
"K01316","K01316","2","Chlorophyta_K01316,Haptophyta_K01316"
"K11373","K11373","2","Chlorophyta_K11373,Ochrophyta_K11373"
"K08070","K08070","2","Chlorophyta_K08070,Haptophyta_K08070"
"K02987","K02987","2","Chlorophyta_K02987,Ochrophyta_K02987"
"K06222","K06222","2","Chlorophyta_K06222,Sarcomastigophora_K06222"
"K00472","K00472","2","Chlorophyta_K00472,Haptophyta_K00472"
"K03008","K03008","2","Chlorophyta_K03008,Haptophyta_K03008"
"K17679","K17679","2","Chlorophyta_K17679,Haptophyta_K17679"
"K00559","K00559","2","Chlorophyta_K00559,Glaucophyta_K00559"
"K10255","K10255","2","Chlorophyta_K10255,Crocosphaera_K10255"
"K01714","K01714","2","Chlorophyta_K01714,High-light Pro_K01714"
"K08311","K08311","2","Chlorophyta_K08311,SAR11-like_K08311"
"K11662","K11662","2","Chlorophyta_K11662,Ochrophyta_K11662"
"K12399","K12399","2","Chlorophyta_K12399,Haptophyta_K12399"
"K03681","K03681","2","Chlorophyta_K03681,Haptophyta_K03681"
"K01464","K01464","2","Chlorophyta_K01464,Haptophyta_K01464"
"K09649","K09649","2","Chlorophyta_K09649,Haptophyta_K09649"
"K13378","K13378","2","Chlorophyta_K13378,Haptophyta_K13378"
"K03514","K03514","2","Chlorophyta_K03514,Rhodophyta_K03514"
"K06126","K06126","2","Chlorophyta_K06126,Haptophyta_K06126"
"K02136","K02136","2","Chlorophyta_K02136,Haptophyta_K02136"
"K02889","K02889","2","Chlorophyta_K02889,Haptophyta_K02889"
"K07575","K07575","2","Chlorophyta_K07575,Rhodophyta_K07575"
"K13096","K13096","2","Chlorophyta_K13096,Cryptophyta_K13096"
"K01179","K01179","2","Chlorophyta_K01179,--_K01179"
"K06213","K06213","2","Chlorophyta_K06213,Other Gammaproteobacteria_K06213"
"K06106","K06106","2","Chlorophyta_K06106,Ochrophyta_K06106"
"K04946","K04946","2","Chlorophyta_K04946,Haptophyta_K04946"
"K07226","K07226","2","Chlorophyta_K07226,Rhodophyta_K07226"
"K14299","K14299","2","Chlorophyta_K14299,Cryptophyta_K14299"
"K12462","K12462","2","Chlorophyta_K12462,Ochrophyta_K12462"
"K08794","K08794","2","Cryptophyta_K08794,Haptophyta_K08794"
"K02910","K02910","2","Cryptophyta_K02910,Haptophyta_K02910"
"K02868","K02868","2","Cryptophyta_K02868,Haptophyta_K02868"
"K14474","K14474","2","Cryptophyta_K14474,Haptophyta_K14474"
"K02154","K02154","2","Cryptophyta_K02154,Haptophyta_K02154"
"K17301","K17301","2","Cryptophyta_K17301,Haptophyta_K17301"
"K03254","K03254","2","Cryptophyta_K03254,Haptophyta_K03254"
"K10441","K10441","2","Cryptophyta_K10441,Haptophyta_K10441"
"K11446","K11446","2","Cryptophyta_K11446,Haptophyta_K11446"
"K14171","K14171","2","Cryptophyta_K14171,Haptophyta_K14171"
"K14572","K14572","2","Cryptophyta_K14572,Ochrophyta_K14572"
"K00968","K00968","2","Cryptophyta_K00968,Haptophyta_K00968"
"K13338","K13338","2","Cryptophyta_K13338,Haptophyta_K13338"
"K00435","K00435","2","Cryptophyta_K00435,Haptophyta_K00435"
"K12812","K12812","2","Cryptophyta_K12812,Haptophyta_K12812"
"K00111","K00111","2","Cryptophyta_K00111,Haptophyta_K00111"
"K12603","K12603","2","Cryptophyta_K12603,Haptophyta_K12603"
"K06861","K06861","2","Cryptophyta_K06861,Crocosphaera_K06861"
"K02937","K02937","2","Cryptophyta_K02937,Haptophyta_K02937"
"K09645","K09645","2","Cryptophyta_K09645,Haptophyta_K09645"
"K07904","K07904","2","Cryptophyta_K07904,Haptophyta_K07904"
"K04691","K04691","2","Cryptophyta_K04691,Haptophyta_K04691"
"K01412","K01412","2","Cryptophyta_K01412,Haptophyta_K01412"
"K05765","K05765","2","Cryptophyta_K05765,Haptophyta_K05765"
"K13182","K13182","2","Cryptophyta_K13182,Haptophyta_K13182"
"K13208","K13208","2","Cryptophyta_K13208,Glaucophyta_K13208"
"K11996","K11996","2","Cryptophyta_K11996,Crocosphaera_K11996"
"K01719","K01719","2","Cryptophyta_K01719,Ochrophyta_K01719"
"K02653","K02653","2","Cryptophyta_K02653,Sarcomastigophora_K02653"
"K02827","K02827","2","Cryptophyta_K02827,Sarcomastigophora_K02827"
"K10693","K10693","2","Cryptophyta_K10693,Ochrophyta_K10693"
"K04534","K04534","2","Cryptophyta_K04534,Haptophyta_K04534"
"K04630","K04630","2","Cryptophyta_K04630,Haptophyta_K04630"
"K04632","K04632","2","Cryptophyta_K04632,Haptophyta_K04632"
"K04640","K04640","2","Cryptophyta_K04640,Haptophyta_K04640"
"K00138","K00138","2","Cryptophyta_K00138,Roseobacter_K00138"
"K10576","K10576","2","Cryptophyta_K10576,Haptophyta_K10576"
"K11404","K11404","2","Cryptophyta_K11404,Haptophyta_K11404"
"K12164","K12164","2","Cryptophyta_K12164,Haptophyta_K12164"
"K04426","K04426","2","Euglenozoa_K04426,Haptophyta_K04426"
"K05655","K05655","2","Euglenozoa_K05655,Haptophyta_K05655"
"K06525","K06525","2","Euglenozoa_K06525,Sarcomastigophora_K06525"
"K14575","K14575","2","Euglenozoa_K14575,Haptophyta_K14575"
"K03427","K03427","2","Euglenozoa_K03427,Haptophyta_K03427"
"K03650","K03650","2","Euglenozoa_K03650,Crocosphaera_K03650"
"K01190","K01190","2","Euglenozoa_K01190,Haptophyta_K01190"
"K01739","K01739","2","Euglenozoa_K01739,High-light Pro_K01739"
"K16474","K16474","2","Euglenozoa_K16474,Haptophyta_K16474"
"K13339","K13339","2","Euglenozoa_K13339,Haptophyta_K13339"
"K17085","K17085","2","Euglenozoa_K17085,Haptophyta_K17085"
"K09837","K09837","2","Euglenozoa_K09837,Haptophyta_K09837"
"K00091","K00091","2","Euglenozoa_K00091,Haptophyta_K00091"
"K04409","K04409","2","Euglenozoa_K04409,Ochrophyta_K04409"
"K10950","K10950","2","Euglenozoa_K10950,Haptophyta_K10950"
"K06168","K06168","2","Euglenozoa_K06168,Haptophyta_K06168"
"K01256","K01256","2","Glaucophyta_K01256,Crocosphaera_K01256"
"K16743","K16743","2","Glaucophyta_K16743,Haptophyta_K16743"
"K01960","K01960","2","Glaucophyta_K01960,Haptophyta_K01960"
"K05236","K05236","2","Glaucophyta_K05236,Haptophyta_K05236"
"K02471","K02471","2","Glaucophyta_K02471,Crocosphaera_K02471"
"K15361","K15361","2","Glaucophyta_K15361,Haptophyta_K15361"
"K02433","K02433","2","Glaucophyta_K02433,Roseobacter_K02433"
"K07140","K07140","2","Glaucophyta_K07140,Haptophyta_K07140"
"K10352","K10352","2","Haptophyta_K10352,Ochrophyta_K10352"
"K10356","K10356","2","Haptophyta_K10356,Ochrophyta_K10356"
"K10357","K10357","2","Haptophyta_K10357,Ochrophyta_K10357"
"K02898","K02898","2","Haptophyta_K02898,Ochrophyta_K02898"
"K00252","K00252","2","Haptophyta_K00252,Other Bacteroidetes_K00252"
"K11825","K11825","2","Haptophyta_K11825,Rhodophyta_K11825"
"K13448","K13448","2","Haptophyta_K13448,Sarcomastigophora_K13448"
"K02155","K02155","2","Haptophyta_K02155,Rhodophyta_K02155"
"K15016","K15016","2","Haptophyta_K15016,Ochrophyta_K15016"
"K01958","K01958","2","Haptophyta_K01958,Other Alphaproteobacteria_K01958"
"K10684","K10684","2","Haptophyta_K10684,Ochrophyta_K10684"
"K16292","K16292","2","Haptophyta_K16292,Ochrophyta_K16292"
"K01090","K01090","2","Haptophyta_K01090,Crocosphaera_K01090"
"K02873","K02873","2","Haptophyta_K02873,Rhodophyta_K02873"
"K10877","K10877","2","Haptophyta_K10877,Ochrophyta_K10877"
"K10403","K10403","2","Haptophyta_K10403,Sarcomastigophora_K10403"
"K11143","K11143","2","Haptophyta_K11143,Ochrophyta_K11143"
"K00322","K00322","2","Haptophyta_K00322,Ochrophyta_K00322"
"K00626","K00626","2","Haptophyta_K00626,Ochrophyta_K00626"
"K08850","K08850","2","Haptophyta_K08850,Ochrophyta_K08850"
"K15791","K15791","2","Haptophyta_K15791,Ochrophyta_K15791"
"K02947","K02947","2","Haptophyta_K02947,Sarcomastigophora_K02947"
"K01176","K01176","2","Haptophyta_K01176,Crocosphaera_K01176"
"K01735","K01735","2","Haptophyta_K01735,Crocosphaera_K01735"
"K07875","K07875","2","Haptophyta_K07875,Ochrophyta_K07875"
"K01956","K01956","2","Haptophyta_K01956,Crocosphaera_K01956"
"K03527","K03527","2","Haptophyta_K03527,Crocosphaera_K03527"
"K08818","K08818","2","Haptophyta_K08818,Ochrophyta_K08818"
"K17266","K17266","2","Haptophyta_K17266,Rhodophyta_K17266"
"K03094","K03094","2","Haptophyta_K03094,Ochrophyta_K03094"
"K17086","K17086","2","Haptophyta_K17086,Ochrophyta_K17086"
"K17216","K17216","2","Haptophyta_K17216,Rhodophyta_K17216"
"K14965","K14965","2","Haptophyta_K14965,Ochrophyta_K14965"
"K04499","K04499","2","Haptophyta_K04499,Ochrophyta_K04499"
"K06911","K06911","2","Haptophyta_K06911,High-light Pro_K06911"
"K09272","K09272","2","Haptophyta_K09272,Rhodophyta_K09272"
"K02733","K02733","2","Haptophyta_K02733,Rhodophyta_K02733"
"K12733","K12733","2","Haptophyta_K12733,Ochrophyta_K12733"
"K01843","K01843","2","Haptophyta_K01843,Ochrophyta_K01843"
"K02118","K02118","2","Haptophyta_K02118,Ochrophyta_K02118"
"K03472","K03472","2","Haptophyta_K03472,Ochrophyta_K03472"
"K00333","K00333","2","Haptophyta_K00333,SAR11-like_K00333"
"K07151","K07151","2","Haptophyta_K07151,Ochrophyta_K07151"
"K16780","K16780","2","Haptophyta_K16780,Ochrophyta_K16780"
"K17255","K17255","2","Haptophyta_K17255,Ochrophyta_K17255"
"K17043","K17043","2","Haptophyta_K17043,Sarcomastigophora_K17043"
"K03432","K03432","2","Haptophyta_K03432,Euryarchaeota_K03432"
"K09495","K09495","2","Haptophyta_K09495,Rhodophyta_K09495"
"K09496","K09496","2","Haptophyta_K09496,Ochrophyta_K09496"
"K09497","K09497","2","Haptophyta_K09497,Ochrophyta_K09497"
"K01074","K01074","2","Haptophyta_K01074,Ochrophyta_K01074"
"K03799","K03799","2","Haptophyta_K03799,Other Gammaproteobacteria_K03799"
"K09499","K09499","2","Haptophyta_K09499,Ochrophyta_K09499"
"K16510","K16510","2","Haptophyta_K16510,Sarcomastigophora_K16510"
"K02515","K02515","2","Haptophyta_K02515,Ochrophyta_K02515"
"K02925","K02925","2","Haptophyta_K02925,Ochrophyta_K02925"
"K13750","K13750","2","Haptophyta_K13750,Ochrophyta_K13750"
"K00948","K00948","2","Haptophyta_K00948,High-light Pro_K00948"
"K07147","K07147","2","Haptophyta_K07147,SAR11-like_K07147"
"K15100","K15100","2","Haptophyta_K15100,Ochrophyta_K15100"
"K07945","K07945","2","Haptophyta_K07945,Sarcomastigophora_K07945"
