"","taxon","kegg_KO","signal_ID","cluster","silhouette_width","neighbor_cluster","signal","name_short","name","pathway","taxon_group","notes"
"167","Bacillariophyta","K01711",2668,"Morning",0.0892872357492964,"Afternoon","Bacillariophyta_K01711","gmd, GMDS"," GDPmannose 4,6-dehydratase [EC:4.2.1.47]","Fructose and mannose metabolism","eukaryotic",""
"168","Bacillariophyta","K06689",3982,"Dusk",0.0463034706154223,"Afternoon","Bacillariophyta_K06689",NA,NA,NA,"eukaryotic",""
"169","Bacillariophyta","K11967",160,"Night",0.171492081126526,"Morning","Bacillariophyta_K11967",NA,NA,NA,"eukaryotic",""
"170","Bacillariophyta","K12837",148,"Night",0.139268481377925,"Dusk","Bacillariophyta_K12837",NA,NA,NA,"eukaryotic",""
"171","Bacillariophyta","K00859",156,"Night",0.228333560760972,"Dusk","Bacillariophyta_K00859","coaE"," dephospho-CoA kinase [EC:2.7.1.24]","Pantothenate and CoA biosynthesis","eukaryotic",""
"172","Bacillariophyta","K15335",77,"Night",0.0150203913082804,"Morning","Bacillariophyta_K15335",NA,NA,NA,"eukaryotic",""
"173","Bacillariophyta","K00311",1469,"Afternoon",0.153920917217754,"Morning","Bacillariophyta_K00311","ETFDH"," electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]","[]","eukaryotic",""
"174","Bacillariophyta","K07893",1492,"Afternoon",0.129829716202387,"Dusk","Bacillariophyta_K07893",NA,NA,NA,"eukaryotic",""
"175","Bacillariophyta","K03066",1518,"Afternoon",0.107384253104551,"Morning","Bacillariophyta_K03066",NA,NA,NA,"eukaryotic",""
"176","Bacillariophyta","K00026",4011,"Dusk",0.169486513315799,"Afternoon","Bacillariophyta_K00026",NA,NA,NA,"eukaryotic",""
"177","Bacillariophyta","K00264",2641,"Morning",0.201578842740114,"Afternoon","Bacillariophyta_K00264",NA,NA,NA,"eukaryotic",""
"178","Bacillariophyta","K00134",2615,"Morning",0.0246572557146302,"Afternoon","Bacillariophyta_K00134","GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]","Glycolysis / Gluconeogenesis","eukaryotic",""
"179","Bacillariophyta","K01903",3991,"Dusk",0.325420833325653,"Afternoon","Bacillariophyta_K01903","sucC"," succinyl-CoA synthetase beta subunit [EC:6.2.1.5]","Citrate cycle (TCA cycle)","eukaryotic",""
"180","Bacillariophyta","K11802",2834,"Morning",0.218942504437489,"Night","Bacillariophyta_K11802",NA,NA,NA,"eukaryotic",""
"181","Bacillariophyta","K07937",3970,"Dusk",0.156903372462136,"Afternoon","Bacillariophyta_K07937",NA,NA,NA,"eukaryotic",""
"182","Bacillariophyta","K10635",4031,"Dusk",0.221946762896632,"Afternoon","Bacillariophyta_K10635",NA,NA,NA,"eukaryotic",""
"183","Bacillariophyta","K03840",2793,"Morning",0.013555659894711,"Afternoon","Bacillariophyta_K03840",NA,NA,NA,"eukaryotic",""
"184","Bacillariophyta","K15276",1489,"Afternoon",0.00187149958457759,"Morning","Bacillariophyta_K15276",NA,NA,NA,"eukaryotic",""
"185","Bacillariophyta","K01782",2689,"Morning",0.150513505716577,"Afternoon","Bacillariophyta_K01782","fadJ"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]","Fatty acid degradation","eukaryotic",""
"186","Bacillariophyta","K12838",2822,"Morning",0.0649579045211903,"Afternoon","Bacillariophyta_K12838",NA,NA,NA,"eukaryotic",""
"187","Bacillariophyta","K01155",4048,"Dusk",0.112137251939906,"Afternoon","Bacillariophyta_K01155",NA,NA,NA,"eukaryotic",""
"188","Bacillariophyta","K07200",1547,"Afternoon",0.187081245832571,"Morning","Bacillariophyta_K07200",NA,NA,NA,"eukaryotic",""
"189","Bacillariophyta","K02704",2804,"Morning",0.00585148122315372,"Afternoon","Bacillariophyta_K02704","psbB"," photosystem II CP47 chlorophyll apoprotein","Photosynthesis","eukaryotic",""
"190","Bacillariophyta","K08691",2797,"Morning",0.0609019542695148,"Afternoon","Bacillariophyta_K08691","mcl"," malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]","C5-Branched dibasic acid metabolism","eukaryotic",""
"191","Bacillariophyta","K00002",2702,"Morning",0.182370936996147,"Night","Bacillariophyta_K00002",NA,NA,NA,"eukaryotic",""
"192","Bacillariophyta","K14467",199,"Night",0.121895886074729,"Morning","Bacillariophyta_K14467",NA,NA,NA,"eukaryotic",""
"193","Bacillariophyta","K08692",4007,"Dusk",0.3125827435763,"Afternoon","Bacillariophyta_K08692",NA,NA,NA,"eukaryotic",""
"194","Bacillariophyta","K03885",102,"Night",0.150636850049557,"Morning","Bacillariophyta_K03885","ndh"," NADH dehydrogenase [EC:1.6.99.3]","Oxidative phosphorylation","eukaryotic",""
"195","Bacillariophyta","K14498",162,"Night",0.188913770823473,"Morning","Bacillariophyta_K14498",NA,NA,NA,"eukaryotic",""
"196","Bacillariophyta","K10562",2663,"Morning",0.260214099810255,"Afternoon","Bacillariophyta_K10562",NA,NA,NA,"eukaryotic",""
"197","Bacillariophyta","K06158",2608,"Morning",0.296019297938615,"Afternoon","Bacillariophyta_K06158","ABCF3"," ATP-binding cassette, subfamily F, member 3","Transport","eukaryotic",""
"198","Bacillariophyta","K07944",4002,"Dusk",0.091653552427466,"Afternoon","Bacillariophyta_K07944",NA,NA,NA,"eukaryotic",""
"199","Bacillariophyta","K00011",2677,"Morning",0.263993953309741,"Night","Bacillariophyta_K00011",NA,NA,NA,"eukaryotic",""
"200","Bacillariophyta","K02981",3996,"Dusk",0.308330019358262,"Night","Bacillariophyta_K02981",NA,NA,NA,"eukaryotic",""
"201","Bacillariophyta","K00514",2726,"Morning",0.178707166303469,"Night","Bacillariophyta_K00514","ZDS, crtQ"," zeta-carotene desaturase [EC:1.3.5.6]","Carotenoid biosynthesis","eukaryotic",""
"202","Bacillariophyta","K04564",114,"Night",0.0223798539282973,"Dusk","Bacillariophyta_K04564","SOD2"," superoxide dismutase, Fe-Mn family [EC:1.15.1.1]","Peroxisome","eukaryotic",""
"203","Bacillariophyta","K00416",4034,"Dusk",0.258198343670269,"Afternoon","Bacillariophyta_K00416",NA,NA,NA,"eukaryotic",""
"204","Bacillariophyta","K07952",4016,"Dusk",0.17775550819389,"Afternoon","Bacillariophyta_K07952",NA,NA,NA,"eukaryotic",""
"205","Bacillariophyta","K15892",2835,"Morning",0.235707785926348,"Afternoon","Bacillariophyta_K15892",NA,NA,NA,"eukaryotic",""
"206","Bacillariophyta","K15115",2655,"Morning",0.129306289199405,"Night","Bacillariophyta_K15115",NA,NA,NA,"eukaryotic",""
"207","Bacillariophyta","K02067",1521,"Afternoon",0.0371088279181233,"Dusk","Bacillariophyta_K02067","mlaD, linM"," phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein","Transport","eukaryotic",""
"208","Bacillariophyta","K02230",1466,"Afternoon",0.1460047006589,"Morning","Bacillariophyta_K02230","cobN"," cobaltochelatase CobN [EC:6.6.1.2]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"209","Bacillariophyta","K03413",107,"Night",0.282268836750214,"Morning","Bacillariophyta_K03413",NA,NA,NA,"eukaryotic",""
"210","Bacillariophyta","K12503",4049,"Dusk",0.121803149879158,"Night","Bacillariophyta_K12503",NA,NA,NA,"eukaryotic",""
"211","Bacillariophyta","K05808",1542,"Afternoon",0.31431637412492,"Dusk","Bacillariophyta_K05808","yhbH"," putative sigma-54 modulation protein","[]","eukaryotic",""
"212","Bacillariophyta","K00928",89,"Night",0.216823769675083,"Morning","Bacillariophyta_K00928","lysC"," aspartate kinase [EC:2.7.2.4]","Glycine, serine and threonine metabolism","eukaryotic",""
"213","Bacillariophyta","K07313",113,"Night",0.25674212368922,"Morning","Bacillariophyta_K07313",NA,NA,NA,"eukaryotic",""
"214","Bacillariophyta","K02703",1452,"Afternoon",0.306643081545598,"Morning","Bacillariophyta_K02703","psbA"," photosystem II P680 reaction center D1 protein [EC:1.10.3.9]","Photosynthesis","eukaryotic",""
"215","Bacillariophyta","K00325",3987,"Dusk",0.318625990759491,"Afternoon","Bacillariophyta_K00325","pntB"," H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]","Nicotinate and nicotinamide metabolism","eukaryotic",""
"216","Bacillariophyta","K03814",198,"Night",0.11283757968048,"Morning","Bacillariophyta_K03814",NA,NA,NA,"eukaryotic",""
"217","Bacillariophyta","K14637",143,"Night",0.13405727697311,"Morning","Bacillariophyta_K14637",NA,NA,NA,"eukaryotic",""
"218","Bacillariophyta","K02634",2699,"Morning",0.227754713537963,"Night","Bacillariophyta_K02634","petA"," apocytochrome f","Photosynthesis","eukaryotic",""
"219","Bacillariophyta","K12573",129,"Night",0.241194265768492,"Dusk","Bacillariophyta_K12573","rnr, vacB"," ribonuclease R [EC:3.1.-.-]","RNA degradation","eukaryotic",""
"220","Bacillariophyta","K10773",2756,"Morning",0.16560370117117,"Night","Bacillariophyta_K10773",NA,NA,NA,"eukaryotic",""
"221","Bacillariophyta","K17468",1566,"Afternoon",0.0626955050122769,"Morning","Bacillariophyta_K17468",NA,NA,NA,"eukaryotic",""
"222","Bacillariophyta","K02085",4040,"Dusk",0.145893921945209,"Night","Bacillariophyta_K02085",NA,NA,NA,"eukaryotic",""
"223","Bacillariophyta","K10041",3989,"Dusk",0.210323971754253,"Night","Bacillariophyta_K10041",NA,NA,NA,"eukaryotic",""
"224","Bacillariophyta","K00647",2734,"Morning",0.237660162237109,"Night","Bacillariophyta_K00647","fabB"," 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]","Fatty acid biosynthesis","eukaryotic",""
"225","Bacillariophyta","K01638",2788,"Morning",0.23162823383061,"Afternoon","Bacillariophyta_K01638","aceB, glcB"," malate synthase [EC:2.3.3.9]","Pyruvate metabolism","eukaryotic",""
"226","Bacillariophyta","K02006",2733,"Morning",0.175356673721895,"Night","Bacillariophyta_K02006",NA,NA,NA,"eukaryotic",""
"227","Bacillariophyta","K00196",4043,"Dusk",0.0717484139442677,"Night","Bacillariophyta_K00196",NA,NA,NA,"eukaryotic",""
"228","Bacillariophyta","K02049",2669,"Morning",0.123433014359787,"Night","Bacillariophyta_K02049","ABC.SN.A"," NitT/TauT family transport system ATP-binding protein","Transport","eukaryotic",""
"229","Bacillariophyta","K04413",4018,"Dusk",0.0665275986474681,"Afternoon","Bacillariophyta_K04413",NA,NA,NA,"eukaryotic",""
"230","Bacillariophyta","K06215",2704,"Morning",0.274591214238212,"Afternoon","Bacillariophyta_K06215",NA,NA,NA,"eukaryotic",""
"231","Bacillariophyta","K02636",2766,"Morning",0.347360490256444,"Afternoon","Bacillariophyta_K02636","petC"," cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1]","Photosynthesis","eukaryotic",""
"232","Bacillariophyta","K04418",2817,"Morning",0.177106025805954,"Night","Bacillariophyta_K04418",NA,NA,NA,"eukaryotic",""
"233","Bacillariophyta","K09583",1529,"Afternoon",0.00305837523225492,"Dusk","Bacillariophyta_K09583",NA,NA,NA,"eukaryotic",""
"234","Bacillariophyta","K01313",186,"Night",0.0741739676744912,"Morning","Bacillariophyta_K01313",NA,NA,NA,"eukaryotic",""
"235","Bacillariophyta","K02716",1464,"Afternoon",0.0782466013231306,"Morning","Bacillariophyta_K02716","psbO"," photosystem II oxygen-evolving enhancer protein 1","Photosynthesis","eukaryotic",""
"236","Bacillariophyta","K10203",2701,"Morning",0.138659692369302,"Afternoon","Bacillariophyta_K10203",NA,NA,NA,"eukaryotic",""
"237","Bacillariophyta","K00383",1449,"Afternoon",0.175326060973377,"Morning","Bacillariophyta_K00383","GSR, gor"," glutathione reductase (NADPH) [EC:1.8.1.7]","Glutathione metabolism","eukaryotic",""
"238","Bacillariophyta","K00795",2749,"Morning",0.248742913368203,"Night","Bacillariophyta_K00795","ispA"," farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]","Terpenoid backbone biosynthesis","eukaryotic",""
"239","Bacillariophyta","K01954",2634,"Morning",0.184846617682341,"Night","Bacillariophyta_K01954",NA,NA,NA,"eukaryotic",""
"240","Bacillariophyta","K09392",182,"Night",0.0815111914900619,"Morning","Bacillariophyta_K09392",NA,NA,NA,"eukaryotic",""
"241","Bacillariophyta","K03403",1467,"Afternoon",0.150352612835249,"Morning","Bacillariophyta_K03403","chlH, bchH"," magnesium chelatase subunit H [EC:6.6.1.1]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"242","Bacillariophyta","K11251",3997,"Dusk",0.376892510475022,"Night","Bacillariophyta_K11251",NA,NA,NA,"eukaryotic",""
"243","Bacillariophyta","K06179",101,"Night",0.0205222402252697,"Morning","Bacillariophyta_K06179",NA,NA,NA,"eukaryotic",""
"244","Bacillariophyta","K00228",2636,"Morning",0.0482451549764082,"Afternoon","Bacillariophyta_K00228","CPOX, hemF"," coproporphyrinogen III oxidase [EC:1.3.3.3]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"245","Bacillariophyta","K10896",146,"Night",0.21376482265922,"Dusk","Bacillariophyta_K10896",NA,NA,NA,"eukaryotic",""
"246","Bacillariophyta","K07107",4042,"Dusk",0.253143490700137,"Night","Bacillariophyta_K07107","ybgC"," acyl-CoA thioester hydrolase [EC:3.1.2.-]","[]","eukaryotic",""
"247","Bacillariophyta","K09458",2735,"Morning",0.259003832234427,"Night","Bacillariophyta_K09458","fabF"," 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]","Fatty acid biosynthesis","eukaryotic",""
"248","Bacillariophyta","K07126",142,"Night",0.244523403562487,"Dusk","Bacillariophyta_K07126",NA,NA,NA,"eukaryotic",""
"249","Bacillariophyta","K05647",2787,"Morning",0.0536070288404529,"Night","Bacillariophyta_K05647",NA,NA,NA,"eukaryotic",""
"250","Bacillariophyta","K17656",169,"Night",0.166508936622355,"Dusk","Bacillariophyta_K17656",NA,NA,NA,"eukaryotic",""
"251","Bacillariophyta","K01091",2763,"Morning",0.270440701952571,"Afternoon","Bacillariophyta_K01091","gph"," phosphoglycolate phosphatase [EC:3.1.3.18]","Glyoxylate and dicarboxylate metabolism","eukaryotic",""
"252","Bacillariophyta","K09641",197,"Night",0.212164944781563,"Morning","Bacillariophyta_K09641",NA,NA,NA,"eukaryotic",""
"253","Bacillariophyta","K10912",202,"Night",0.0429162132419156,"Dusk","Bacillariophyta_K10912","luxO"," two-component system, repressor protein LuxO","Two-component system","eukaryotic",""
"254","Bacillariophyta","K00240",1525,"Afternoon",0.159945227120478,"Dusk","Bacillariophyta_K00240","sdhB, frdB"," succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]","Citrate cycle (TCA cycle)","eukaryotic",""
"255","Bacillariophyta","K00933",2719,"Morning",0.173032758645347,"Night","Bacillariophyta_K00933",NA,NA,NA,"eukaryotic",""
"256","Bacillariophyta","K01682",4019,"Dusk",0.0889687096444635,"Afternoon","Bacillariophyta_K01682","acnB"," aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]","Citrate cycle (TCA cycle)","eukaryotic",""
"257","Bacillariophyta","K14635",147,"Night",0.15349304635238,"Dusk","Bacillariophyta_K14635",NA,NA,NA,"eukaryotic",""
"258","Bacillariophyta","K17732",1541,"Afternoon",0.28729031385684,"Dusk","Bacillariophyta_K17732",NA,NA,NA,"eukaryotic",""
"259","Bacillariophyta","K07795",1567,"Afternoon",0.0446441009448013,"Morning","Bacillariophyta_K07795","tctC"," putative tricarboxylic transport membrane protein","Transport","eukaryotic",""
"260","Bacillariophyta","K00986",2800,"Morning",0.283249907427907,"Night","Bacillariophyta_K00986","ltrA"," RNA-directed DNA polymerase [EC:2.7.7.49]","[]","eukaryotic",""
"261","Bacillariophyta","K07154",2813,"Morning",0.285915071485881,"Afternoon","Bacillariophyta_K07154",NA,NA,NA,"eukaryotic",""
"262","Bacillariophyta","K12749",4047,"Dusk",0.312328257970954,"Afternoon","Bacillariophyta_K12749",NA,NA,NA,"eukaryotic",""
"263","Bacillariophyta","K05863",1468,"Afternoon",0.238048494736668,"Dusk","Bacillariophyta_K05863",NA,NA,NA,"eukaryotic",""
"264","Bacillariophyta","K02714",2765,"Morning",0.318657580012058,"Night","Bacillariophyta_K02714","psbM"," photosystem II PsbM protein","Photosynthesis","eukaryotic",""
"265","Bacillariophyta","K01507",2611,"Morning",0.323473694530277,"Afternoon","Bacillariophyta_K01507","ppa"," inorganic pyrophosphatase [EC:3.6.1.1]","Oxidative phosphorylation","eukaryotic",""
"266","Bacillariophyta","K12441",2815,"Morning",0.0469951779113271,"Afternoon","Bacillariophyta_K12441",NA,NA,NA,"eukaryotic",""
"267","Bacillariophyta","K00099",2606,"Morning",0.192221312628068,"Night","Bacillariophyta_K00099","dxr"," 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]","Terpenoid backbone biosynthesis","eukaryotic",""
"268","Bacillariophyta","K01845",1455,"Afternoon",-0.0173799127436014,"Morning","Bacillariophyta_K01845","hemL"," glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"269","Bacillariophyta","K12782",2754,"Morning",0.0676950452209019,"Night","Bacillariophyta_K12782",NA,NA,NA,"eukaryotic",""
"270","Bacillariophyta","K03783",130,"Night",0.205580198029483,"Morning","Bacillariophyta_K03783",NA,NA,NA,"eukaryotic",""
"271","Bacillariophyta","K05864",3975,"Dusk",0.301927395266242,"Afternoon","Bacillariophyta_K05864",NA,NA,NA,"eukaryotic",""
"272","Bacillariophyta","K12321",119,"Night",0.0167634954369715,"Morning","Bacillariophyta_K12321",NA,NA,NA,"eukaryotic",""
"273","Bacillariophyta","K12811",78,"Night",0.142013329475968,"Morning","Bacillariophyta_K12811",NA,NA,NA,"eukaryotic",""
"274","Bacillariophyta","K13347",2779,"Morning",0.239113236125024,"Night","Bacillariophyta_K13347",NA,NA,NA,"eukaryotic",""
"275","Bacillariophyta","K15562",134,"Night",0.252170706552337,"Morning","Bacillariophyta_K15562",NA,NA,NA,"eukaryotic",""
"276","Bacillariophyta","K12355",1549,"Afternoon",0.107383203599534,"Morning","Bacillariophyta_K12355",NA,NA,NA,"eukaryotic",""
"277","Bacillariophyta","K00101",2714,"Morning",0.288130011675521,"Afternoon","Bacillariophyta_K00101","lldD"," L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]","Pyruvate metabolism","eukaryotic",""
"278","Bacillariophyta","K08341",1498,"Afternoon",0.0871466152884774,"Dusk","Bacillariophyta_K08341",NA,NA,NA,"eukaryotic",""
"279","Bacillariophyta","K00109",2760,"Morning",0.285324967376369,"Night","Bacillariophyta_K00109",NA,NA,NA,"eukaryotic",""
"280","Bacillariophyta","K00855",2660,"Morning",0.259080916632503,"Afternoon","Bacillariophyta_K00855","PRK, prkB"," phosphoribulokinase [EC:2.7.1.19]","Carbon fixation in photosynthetic organisms","eukaryotic",""
"281","Bacillariophyta","K13416",2796,"Morning",0.227205996578701,"Afternoon","Bacillariophyta_K13416",NA,NA,NA,"eukaryotic",""
"282","Bacillariophyta","K15636",2628,"Morning",0.315557912038499,"Night","Bacillariophyta_K15636",NA,NA,NA,"eukaryotic",""
"283","Bacillariophyta","K12625",2782,"Morning",0.0879822016673412,"Afternoon","Bacillariophyta_K12625",NA,NA,NA,"eukaryotic",""
"284","Bacillariophyta","K03798",2610,"Morning",0.057959148145197,"Afternoon","Bacillariophyta_K03798","ftsH, hflB"," cell division protease FtsH [EC:3.4.24.-]","Cell cycle","eukaryotic",""
"285","Bacillariophyta","K09838",1473,"Afternoon",0.0866977553972918,"Morning","Bacillariophyta_K09838",NA,NA,NA,"eukaryotic",""
"286","Bacillariophyta","K01900",3990,"Dusk",0.307901872048607,"Afternoon","Bacillariophyta_K01900",NA,NA,NA,"eukaryotic",""
"287","Bacillariophyta","K08913",1530,"Afternoon",0.246403579688255,"Morning","Bacillariophyta_K08913",NA,NA,NA,"eukaryotic",""
"288","Bacillariophyta","K01623",2670,"Morning",0.17137143827297,"Night","Bacillariophyta_K01623","ALDO"," fructose-bisphosphate aldolase, class I [EC:4.1.2.13]","Glycolysis / Gluconeogenesis","eukaryotic",""
"289","Bacillariophyta","K11731",2780,"Morning",0.0275874116786739,"Afternoon","Bacillariophyta_K11731","atuD"," citronellyl-CoA dehydrogenase [EC:1.3.99.-]","[]","eukaryotic",""
"290","Bacillariophyta","K14400",2805,"Morning",0.18160676984305,"Night","Bacillariophyta_K14400",NA,NA,NA,"eukaryotic",""
